,depNO2,p_XCOORD,p_YCOORD,pA_landuseArea_HDres_100_sum,pA_landuseArea_HDres_300_sum,pA_landuseArea_HDres_500_sum,pA_landuseArea_HDres_1000_sum,pA_landuseArea_HDres_5000_sum,pA_landuseArea_Industry_1000_sum,pA_landuseArea_Industry_5000_sum,pA_landuseArea_LDres_300_sum,pA_landuseArea_LDres_500_sum,pA_landuseArea_LDres_1000_sum,pA_landuseArea_LDres_5000_sum,pA_landuseArea_Natural_5000_sum,pA_landuseArea_UrbGreen_1000_sum,pA_landuseArea_UrbGreen_5000_sum,pA_landuseArea_Industry_500_sum,pA_landuseArea_LDres_100_sum,pA_landuseArea_Natural_500_sum,pA_landuseArea_Natural_1000_sum,pA_landuseArea_UrbGreen_500_sum,pA_landuseArea_UrbGreen_300_sum,pA_landuseArea_Industry_100_sum,pA_landuseArea_Industry_300_sum,pA_landuseArea_UrbGreen_100_sum,pA_landuseArea_Natural_300_sum,pA_landuseArea_Port_5000_sum,pA_landuseArea_Natural_100_sum,pA_landuseArea_Port_300_sum,pA_landuseArea_Port_500_sum,pA_landuseArea_Port_1000_sum,pA_EmissionAreaWt_All_100_wtv,pA_EmissionAreaWt_All_300_wtv,pA_EmissionAreaWt_All_500_wtv,pA_EmissionAreaWt_All_1000_wtv,pA_EmissionAreaWt_All_5000_wtv,pB_rdLength_major_25_sum,pB_rdLength_major_50_sum,pB_rdLength_major_100_sum,pB_rdLength_major_300_sum,pB_rdLength_major_500_sum,pB_rdLength_major_1000_sum,pB_rdLength_minor_25_sum,pB_rdLength_minor_50_sum,pB_rdLength_minor_100_sum,pB_rdLength_minor_300_sum,pB_rdLength_minor_500_sum,pB_rdLength_minor_1000_sum,pC_EmissionPoint_Misc_5000_sum,pC_EmissionPoint_Waste_5000_sum,pC_EmissionPoint_Misc_500_sum,pC_EmissionPoint_Misc_1000_sum,pC_EmissionPoint_Misc_300_sum,pC_EmissionPoint_Misc_100_sum,pC_EmissionPoint_Power_5000_sum,pC_EmissionPoint_Waste_1000_sum,pC_EmissionPoint_Waste_500_sum,pC_EmissionPoint_Chemical_5000_sum,pC_EmissionPoint_Waste_300_sum,pD_EmissionAreaVal_NOxEmission_val,pE_majorRdDist_none_dist,pE_majorRdDist_none_invd,pE_majorRdDist_none_invsq,pF_EmPoint_Emission_valinvd,pF_EmPoint_Emission_valinvsq,pG_EmAreaRaster_raster_val
pA_landuseArea_UrbGreen_1000_sum,-0.10374055121513899,-0.03247874525450422,-0.05986951328874711,-0.1362049208224332,-0.15394682536181337,-0.1680283537685697,-0.19327632660892832,-0.042572542127927,-0.0932174861994198,0.20766683256692334,-0.00650117182555555,-0.0108521269710489,0.002246141175300244,0.17742172132538855,-0.18964620304064359,1.0,0.4045088576666528,-0.06968307086444153,0.011445838649132005,0.07243179204997968,0.06790230189347589,0.8469262461365563,0.7280779411864938,-0.04950636733585543,-0.04567649563755899,0.5484669931375729,0.008183989278747887,0.07548814397103257,-0.055288409204584305,-0.042819416275481956,-0.05132938714504712,-0.07845884878505464,-0.007299183955205141,-0.02939482175583635,-0.03986941214696637,-0.044966098784604905,0.25885040007614335,-0.08199317428513445,-0.0008644136111628275,0.06917622503409768,0.02777099692325287,0.0018124098757568803,-0.056546180209676555,0.04442714932999254,-0.01930980911813453,-0.07880828130004708,-0.14926875260126996,-0.1681174552330142,-0.11260082394929523,0.062026717418564775,0.04436024658360755,-0.02807340660369565,-0.08980551072354624,0.00027810232694921815,-0.04090003029973694,0.012201183388299388,0.15189527066164352,0.03596350581495305,0.16694840931428306,-0.04879071519984871,-0.015075759878120074,0.062160048420116625,-0.041240022904632447,-0.036588223659079114,0.15153929074473776,0.09015570911179244,-0.015075759878120074
pA_landuseArea_UrbGreen_5000_sum,0.037648278724699225,0.23267641512274873,-0.4114453307716875,0.12207494931973804,0.11471163211851645,0.10704631033627326,0.11329884118972669,0.30777302058786704,0.2269645880558831,0.5340516934521187,-0.051289500437878874,0.015868094686161554,0.1793968005746683,0.637960523864449,-0.5483122901875402,0.4045088576666528,1.0,0.20696966946423218,-0.09475066806254412,0.005600974312612746,-0.05099487380946443,0.22504306878765146,0.1614829507978627,0.19770429967304332,0.20558273934271692,0.11962283420769969,-0.02260666283046466,0.2647958371095411,-0.036756669477439725,0.03008212968147433,0.03778192740358233,0.06481416500585482,0.26223519909261955,0.2892739066388892,0.303979630976243,0.35471983574011806,0.6461768253243831,-0.10790376786860141,0.018127912615460245,0.09404808315534766,0.25134100245338153,0.2807463823844885,0.26807051114570907,0.11879547692648978,0.1118308014687985,0.1351041512917747,0.2149054966715768,0.2977548531107117,0.36886662227428013,-0.03307754529133095,0.3941098605362083,-0.05475320884900541,0.1045787823124317,-0.027496291660912834,-0.02472063154149967,0.07155684659695126,0.10085530614239717,-0.031149999595532295,0.2686729076890904,-0.05960637595561945,0.24812644433777084,0.012958552132452936,-0.0759323204108828,-0.06781030690418408,0.11402958442513571,0.06816444431119564,0.24812644433777084
pA_landuseArea_Industry_500_sum,0.12245289527057872,0.06295609806949883,-0.11746156778747996,-0.03909205061681198,-0.037358723436319345,-0.010518787013635372,0.07902572912667975,0.3082598537283021,0.8651632209920201,0.40183968888877386,-0.41571905888510624,-0.4271093215528669,-0.26390134869980186,0.24969724849342362,-0.1803757725605558,-0.06968307086444153,0.20696966946423218,1.0,-0.358531621035487,-0.05657245740558401,-0.12187438473118033,-0.0461123652378965,-0.06278357640616458,0.8436197745527664,0.9543135907882531,-0.06235924069826772,-0.002582242244147444,0.3668183527867415,0.044904809297947684,0.10104435580719362,0.15730191633477353,0.33769023717382685,0.34052875897546475,0.3572761172690121,0.36242123765596906,0.3844698425444745,0.36041937982472394,0.03601354326340678,0.07225680473664436,0.09815049331511344,0.3237797251046779,0.3402307558754476,0.285302145619896,0.08736731635983211,0.14120315925286037,0.13914436233269492,0.13897232736228426,0.21550888316329783,0.3130296283486378,0.051805390868538664,0.3349675781151326,0.20247472693156418,0.33062293623673833,0.19552269995500732,0.11231280894050295,0.06051680930377775,0.14422297171575052,0.043452112443418005,0.16528531998448742,0.15512630494830287,0.30568508098136044,0.004306578971212991,-0.022631391938655168,-0.0251151476938969,0.07790738231416462,0.11548177595285744,0.30568508098136044
pA_landuseArea_LDres_100_sum,-0.09387303054806621,-0.1750537030845631,0.16125753524194264,-0.5902946168654968,-0.5790612985127419,-0.5716378901983483,-0.5661300996610765,-0.3095453415450456,-0.3162262338134065,-0.15233171236672147,0.9336330749485466,0.8385199962751345,0.6030598251450225,-0.1956397047372894,0.09049851236749884,0.011445838649132005,-0.09475066806254412,-0.358531621035487,1.0,-0.008449997464365581,0.005296691652882901,-0.08917429670930133,-0.160188497974315,-0.4182534657690692,-0.383219542800081,-0.2778114246913121,-0.02209079031353174,-0.15691000723493784,-0.0036305627322230664,-0.09329371771441704,-0.11406758871104059,-0.14577951845038215,-0.28468203008323995,-0.28569747837068765,-0.2962251857265818,-0.28359448350450445,-0.17120217461943793,0.08425364831332605,0.10456702556470623,0.05316637567403236,-0.149582547853316,-0.21720131263488862,-0.32367038726779207,-0.08184174786406938,-0.156406503549715,-0.05387981679517542,0.02144309224273413,-0.03960076725092371,-0.14793560212698187,-0.05132298240348231,-0.11715095387614932,-0.12778919071155984,-0.08862027008111244,-0.15271668382443396,-0.09909991774008443,0.03322991660716316,-0.010100787912552723,0.025779251776005492,-0.015413192202245662,-0.0232838173322809,-0.2788305385697133,-0.13897049089444236,0.03668542305067855,0.03416960175054449,0.04962447433343324,0.035008498327178166,-0.2788305385697133
pA_landuseArea_Natural_500_sum,-0.10698187679801648,-0.10609506877416167,0.01643674577456849,-0.08197926258887002,-0.08653106633935422,-0.0916469918504034,-0.10265765021391235,-0.07600180206397611,-0.05499418650209692,-0.02416949615572803,-0.04741166426450784,-0.09678695046411437,-0.12165162896601871,-0.06646601226867997,0.06650200545121956,0.07243179204997968,0.005600974312612746,-0.05657245740558401,-0.008449997464365581,1.0,0.7698982821015989,0.09648745415033479,0.11773157077309805,-0.073507755314267,-0.0636258564551957,0.16758527524639236,0.871269691343595,-0.02183436326254818,0.5091924239910914,-0.013765427416743914,-0.01650118149790769,-0.029356168197956077,-0.05487148149988175,-0.07216198119254544,-0.08557991475467087,-0.10540242607957595,-0.062223646554400644,-0.011587826328897512,-0.03852296848680918,-0.07675377075559235,-0.08520737815672005,-0.09024747174320234,-0.13248151764573324,-0.011137867864153874,0.003482619866179292,0.012210520004031342,-0.13754356457864725,-0.15484335862938817,-0.16289925480180356,-0.023189170464639006,-0.06945013897075711,0.1354534603980748,-0.006576085524935317,-0.027676400111060488,-0.013148390319277326,-0.04006808945035562,-0.02328237913508641,-0.01333106770022629,0.04929210180092843,-0.018309952549596848,-0.04564156125951167,-0.039443165599081675,-0.026207531862830494,-0.017319960911219512,-0.031909484549488144,-0.020713651993887465,-0.04564156125951167
pA_landuseArea_Natural_1000_sum,-0.14626940209325903,-0.16744883304878855,0.046972330154391395,-0.13018885090492543,-0.13741743629477135,-0.14554188682732827,-0.16163585893099805,-0.18596995242520503,-0.1539088024597501,-0.09222351262383646,-0.021607913821104392,-0.07086435740655427,-0.17916919244659066,-0.1949421041767203,0.21447775056884902,0.06790230189347589,-0.05099487380946443,-0.12187438473118033,0.005296691652882901,0.7698982821015989,1.0,0.10371507069338409,0.1184935261863362,-0.0929371645718108,-0.11149768695093105,0.12891581497020257,0.5583443319741018,-0.053255816113900095,0.2703935365879108,-0.021860469599348998,-0.02620504003018296,-0.04661966555896418,-0.12404285912495466,-0.1521882041753288,-0.17187077476207738,-0.19957260401507926,-0.15338930271586793,0.027994448030920823,-0.031042890495158383,-0.1079601243973008,-0.16182286198027596,-0.18452033762284958,-0.22332208580202634,-0.05990181348025755,-0.06731614959876807,-0.046684284955391835,-0.18560683858304589,-0.23066077142493205,-0.3218601395976642,-0.03890719534256458,-0.10874419820355664,0.20301027910676278,-0.001961062550015143,0.07772394644683542,-0.020880571169574796,-0.06199485813573227,-0.037176449117597946,-0.021032548025812267,-0.003886532460285314,-0.015238747847654424,-0.12032426083482713,0.08369414333368305,-0.011769961079055057,-0.020646544008304762,-0.032206731630099114,-0.017371959530406423,-0.12032426083482713
pA_landuseArea_UrbGreen_500_sum,-0.08826705016199986,-0.09707020338728117,-0.06581997100150146,-0.14663054615744728,-0.15715738691955253,-0.16492018907630168,-0.17553236473281716,-0.07577274906381068,-0.05534970127044412,0.17654664900185954,-0.13781870071050015,-0.14219585930092313,-0.05477153309422311,0.09092920833876644,-0.1293264636875231,0.8469262461365563,0.22504306878765146,-0.0461123652378965,-0.08917429670930133,0.09648745415033479,0.10371507069338409,1.0,0.9375123193630933,-0.018306369811377808,-0.028342245766384354,0.709193548575933,0.062200640631283555,0.09128106249897334,-0.034908992549904636,-0.028573344191326077,-0.03425203767590547,-0.055140002803683204,-0.018872874378943746,-0.04399570994525196,-0.051120582526648466,-0.043294202332105,0.21555438320671533,-0.08105888947353579,-0.03114390272188262,0.023815342920785125,0.022981955623988762,0.004330588984319211,-0.024960667731006282,0.06298744819441592,-0.0018360924372269416,-0.087091834283747,-0.22577105713632553,-0.2578572711945602,-0.13279553467793367,0.10861520452886811,0.01450599718574667,-0.019964311711063505,-0.07601171438261366,-0.0007648463181513052,-0.027292540273586106,0.0751606909612333,0.11668800381067701,0.05450666685095578,0.18783020672765113,-0.03800656241811242,-0.021700290364850605,0.05259562420134522,-0.02921449003589236,-0.022693830365713367,0.09233987535447585,0.041007497207552916,-0.021700290364850605
pA_landuseArea_UrbGreen_300_sum,-0.0816909221455463,-0.12669089321381943,-0.07890137712907619,-0.13150937063425452,-0.1395193403092277,-0.14655858120671733,-0.1573985863979993,-0.12134339284113535,-0.06452587769006107,0.16238462763486874,-0.18837883730763133,-0.15642521396902936,-0.06519908066084729,0.039679342037602226,-0.09219902917976269,0.7280779411864938,0.1614829507978627,-0.06278357640616458,-0.160188497974315,0.11773157077309805,0.1184935261863362,0.9375123193630933,1.0,-0.03815131445869639,-0.05315956017335902,0.84735237131443,0.09447403255361492,0.0720033182518751,-0.02646107944495786,-0.022862439853831188,-0.027406142801943183,-0.04873745972570687,-0.008436522531173937,-0.03607756930369945,-0.04231606985332558,-0.03653308800055325,0.18742570697522104,-0.0848865632757322,-0.0365928677350869,0.020579940264886406,0.03849347057901032,0.04479498959422684,0.014483007514331162,0.041549952109560584,-0.012535263301605587,-0.10841524435592861,-0.2559604728374508,-0.2708226147982596,-0.1423000152092874,0.1602091343615922,-0.018070642085024954,-0.03675930784159465,-0.06840382984234267,-0.0247892141528252,-0.02183762797539613,0.10541523818799661,0.0511074133313127,0.007179943488769448,0.21920630299361835,-0.030410257249439125,-0.010359729840993964,0.023364633756326792,-0.018838130882688254,-0.015348514383245804,0.07582571810210248,0.02575581036666913,-0.010359729840993964
pA_landuseArea_Industry_100_sum,0.11217908782093869,0.02634422421618096,-0.09511879159033992,-0.0937728087971476,-0.08355789418497747,-0.046946493187503685,0.052168988501465945,0.28264795144046667,0.6304211990572475,0.33634849523038896,-0.39847947768876274,-0.35725608091654315,-0.179118508066433,0.2633821018755856,-0.18435306122379017,-0.04950636733585543,0.19770429967304332,0.8436197745527664,-0.4182534657690692,-0.073507755314267,-0.0929371645718108,-0.018306369811377808,-0.03815131445869639,1.0,0.9373205839774928,-0.04117668826943608,-0.05410273429072148,0.3365029664846542,-0.02281002186705831,0.22298036266500093,0.2712903416924327,0.3696801366099856,0.24820055084087542,0.25412399385192525,0.2588878376202037,0.2923542898801095,0.31342838720161387,-0.012154567000601926,-0.015063453358515201,0.013167637072059906,0.20567070458105816,0.24812921419787937,0.2376853762977856,0.11858529550787608,0.19567781486968283,0.16003357354350004,0.13101439235422666,0.16204913172711305,0.2554320335705827,-0.009320731978294904,0.3708439202815051,0.23536749590934905,0.3007843108744672,0.24208492293935116,0.23085640912902652,-0.03984701497028383,0.1128733426207214,0.008160788417143286,0.07425647566961732,0.11622147322985588,0.2264404442446345,0.07588445608114815,-0.02955983128499696,-0.01983978443861825,-0.02174611286198335,0.01064736764501458,0.2264404442446345
pA_landuseArea_Industry_300_sum,0.10512677186414932,0.0453366133747485,-0.10412830368553566,-0.08593934048274206,-0.08388849187405033,-0.050401432660351506,0.04914015218665936,0.28938333288511775,0.7409801395084291,0.3497528090751418,-0.41659766216956445,-0.392058267177183,-0.20573422140920997,0.25908050472198796,-0.1799927234145616,-0.04567649563755899,0.20558273934271692,0.9543135907882531,-0.383219542800081,-0.0636258564551957,-0.11149768695093105,-0.028342245766384354,-0.05315956017335902,0.9373205839774928,1.0,-0.0501065989923872,-0.022945073187990796,0.3279431676398516,0.019579075128846324,0.09259656665856492,0.1509358388293784,0.3029229517164495,0.28783312329232336,0.29521008038801966,0.29708032015805386,0.3199206437796264,0.32361692369183637,0.011382034910726228,0.03175473191381657,0.05869134960387978,0.26555914288217297,0.2890790896287316,0.24271846590159438,0.08867476147432991,0.15710931993034505,0.1493630674963358,0.13397391620718546,0.18076908332268898,0.2835604025363113,0.016898073503643835,0.3523815625280358,0.20352880122432018,0.30455848490525933,0.20444332138419305,0.20205685127216136,-0.010037346904331647,0.13215909377772805,0.03898072927643752,0.09624044166134457,0.13184600027273446,0.26040542303403025,0.04242115764557859,-0.027164339936841905,-0.022168014842035382,0.03194736759335366,0.06487455693284214,0.26040542303403025
pA_landuseArea_UrbGreen_100_sum,-0.051036424348377005,-0.08992722163658666,-0.08291070034244506,-0.08869589522351479,-0.09352735701452383,-0.09893272334881423,-0.11031237150796655,-0.1338555116050539,-0.06441849214704481,0.14398989190789963,-0.21216909888333083,-0.16211049672420527,-0.1029040710385995,0.025250099635878685,-0.05737440299587879,0.5484669931375729,0.11962283420769969,-0.06235924069826772,-0.2778114246913121,0.16758527524639236,0.12891581497020257,0.709193548575933,0.84735237131443,-0.04117668826943608,-0.0501065989923872,1.0,0.1545644074661076,0.05970345476071173,-0.014979798330977083,-0.014893240916126017,-0.01785313772023729,-0.031761344716014654,0.04960837185349656,0.022865548822663125,0.020731308395858888,0.013766700866085203,0.16430972330311963,-0.10107046912339344,-0.032203822111720015,0.040814043037529,0.09945871421026148,0.12592398756095727,0.0806074179852719,0.04402738880103019,0.003449889421380599,-0.11749121671380074,-0.25037653679110383,-0.2485788870378015,-0.1472909355334451,0.1742445055373206,-0.014656599070781814,-0.036251374222205444,-0.0473810893206386,-0.030461860791164343,-0.014225649429967102,0.10068247852906212,-0.025413099587940104,-0.014423293728399211,0.25992033811471227,-0.019810102965076497,0.048230187671926474,-0.019151476416282707,-0.043006662514579234,-0.01902128507755676,0.04642684119087321,-0.004501764115210475,0.048230187671926474
pA_landuseArea_Natural_300_sum,-0.048703329694087014,-0.07353921407245817,0.003465821314944129,-0.061035306233559634,-0.06442422102801361,-0.06823313648265622,-0.07643080603745742,-0.04731528640014026,-0.0035850477081204616,-0.003654257844654113,-0.07116711891745119,-0.10391827933103227,-0.09650531406963285,-0.05224599348972746,0.05250697294269701,0.008183989278747887,-0.02260666283046466,-0.002582242244147444,-0.02209079031353174,0.871269691343595,0.5583443319741018,0.062200640631283555,0.09447403255361492,-0.05410273429072148,-0.022945073187990796,0.1545644074661076,1.0,-0.010224709791234826,0.7839987409536641,-0.010248653760528853,-0.012285480914743933,-0.02185629217954668,-0.010539302375655986,-0.02636807608961663,-0.03787578384380324,-0.05828735314448508,-0.046541887204183265,-0.0014312185729364278,-0.017506695280555148,-0.0371752873911502,-0.055579702361704064,-0.05387682845755249,-0.0886821597314024,-0.04997148750422859,-0.020645273889263172,-0.014429140713856065,-0.11559957529640595,-0.11962677418069027,-0.10826994772605869,-0.016112985281479954,-0.06532633212565439,0.1455192555397754,0.004943773180079924,-0.020962063657483224,-0.009789256505515534,-0.029831545595387334,-0.017171552647047592,-0.00992526370460543,0.05240990113543133,-0.013632149469203778,-0.0020073134761601544,-0.03647279676201552,-0.02363392210290369,-0.013130292834734925,-0.022508495445147984,-0.013475863984102608,-0.0020073134761601544
pA_landuseArea_Port_5000_sum,0.14002262909857902,0.0601271380635687,-0.1817801457167381,0.016836554661772023,0.03127761195219229,0.05566344030140215,0.11502782633191101,0.38980371996851837,0.45163293214787764,0.8493771585084411,-0.15725570562512148,-0.17217745730717535,-0.1250791718486325,0.347266998625947,-0.27481051039281845,0.07548814397103257,0.2647958371095411,0.3668183527867415,-0.15691000723493784,-0.02183436326254818,-0.053255816113900095,0.09128106249897334,0.0720033182518751,0.3365029664846542,0.3279431676398516,0.05970345476071173,-0.010224709791234826,1.0,-0.029728278421476722,0.15969354893811102,0.19143119608966427,0.3405626676766559,0.41707481027173277,0.46057661220829504,0.5017703099156243,0.5789908315763251,0.7187947255110476,0.0046217072694640865,0.09920600493411152,0.1766138950943762,0.3907681634038468,0.46403622426509544,0.5315970332174816,0.06882808915722075,0.029031676051571396,0.05918716896604988,0.1438671200953804,0.20349787173440095,0.2847205202780531,0.016748847294343273,0.6410795206149552,0.03035550563674457,0.3490961473671789,0.03317785425022721,0.1525352645683105,0.12413833392878446,0.26720566902761517,-0.02126670464697463,0.5680397380721595,0.0683966958989631,0.40218347617259875,0.018263440391278918,-0.04796352752874076,-0.02866861812256837,0.20003774444385328,0.21633215319602087,0.40218347617259875
pA_landuseArea_Natural_100_sum,0.004660231060843619,-0.0470791196406729,0.02764872072032935,-0.027026130768486718,-0.02852672542508914,-0.03021329429015509,-0.033843181695603755,-0.0294806516576122,0.030443609059699957,-0.0310511106730687,-0.046118275552746224,-0.05660539104757702,-0.0462619623022542,-0.05634012263919547,0.05408979126239221,-0.055288409204584305,-0.036756669477439725,0.044904809297947684,-0.0036305627322230664,0.5091924239910914,0.2703935365879108,-0.034908992549904636,-0.02646107944495786,-0.02281002186705831,0.019579075128846324,-0.014979798330977083,0.7839987409536641,-0.029728278421476722,1.0,-0.004538053035616584,-0.005439949993616186,-0.009677857735297144,-0.007016989624464784,-0.018509844456431168,-0.025850164231740205,-0.039661969202182824,-0.06892931684944355,0.007328443496731248,-0.012930672689575958,-0.03700535890382694,-0.06456911431322687,-0.06760370165743232,-0.09325418700130586,-0.0794258362598124,-0.027698855687727227,-0.007057308668363332,-0.03027382513703832,-0.026450973908556337,-0.03907536609531335,-0.00993315769461983,-0.03669089614808678,0.020345315187080035,-0.007522668830762443,-0.00928189778251633,-0.00433463421043434,-0.013209260377950099,-0.00730526365626978,-0.004394857523380287,-0.025194561701961153,-0.006036248147923363,-0.004250700759061504,-0.024310197271546926,-0.010034773047378464,-0.0058310840187803855,-0.011423772372249003,-0.007922165964105101,-0.004250700759061504
pA_landuseArea_Port_300_sum,0.043334371323078005,0.012173309969855186,-0.032630147311844576,-0.020591560972236068,-0.02173488358214732,-0.02301990236328133,-0.025785560846618625,0.11791673363626337,0.13302715743974572,0.14437992228926888,-0.05736597982380335,-0.06933016926744608,-0.05405867370220331,0.05954805059543105,-0.04699552003465609,-0.042819416275481956,0.03008212968147433,0.10104435580719362,-0.09329371771441704,-0.013765427416743914,-0.021860469599348998,-0.028573344191326077,-0.022862439853831188,0.22298036266500093,0.09259656665856492,-0.014893240916126017,-0.010248653760528853,0.15969354893811102,-0.004538053035616584,1.0,0.9681490800749529,0.7643629944990542,-0.01912384230474822,-0.010846730099628051,0.0010127168853032347,0.02363458270752169,0.12634856216288717,0.07359829642612882,0.10446605574393472,0.04625663483807799,-0.00968773919541993,-0.0012252487924674788,0.07603015629175278,0.046155452107840195,0.08413009050112523,0.1528896598724385,0.09920884789541934,0.09796481367974587,0.08268032974046985,0.006944631841448376,0.1324725988721339,-0.008416087133939638,0.01609394971715504,-0.007071998791244281,-0.003302614251410832,-0.010064307495612969,-0.005893426697121576,-0.0033484991777845774,0.07412810911194707,-0.004599096069143615,-0.019385003205004872,-0.022081400073104718,0.005340230601165082,-0.003938184451282,-0.008732801430370685,-0.0067004218701666,-0.019385003205004872
pA_landuseArea_Port_500_sum,0.050370716064757015,0.014461354947887766,-0.040638585411660946,-0.02468394730081436,-0.026054494928988488,-0.027594899559644122,-0.030909042650161034,0.14126003656254016,0.17816183098604316,0.17321562365968257,-0.08195165315335322,-0.09474755873002885,-0.07112453858362622,0.07010883406402223,-0.05588033469338495,-0.05132938714504712,0.03778192740358233,0.15730191633477353,-0.11406758871104059,-0.01650118149790769,-0.02620504003018296,-0.03425203767590547,-0.027406142801943183,0.2712903416924327,0.1509358388293784,-0.01785313772023729,-0.012285480914743933,0.19143119608966427,-0.005439949993616186,0.9681490800749529,1.0,0.8568898061794118,-0.012769182189835814,-0.004104574775085779,0.00735390858464915,0.029308240448221133,0.15224877501838427,0.10477235126010945,0.1406425831877077,0.08491504796973547,0.027959482629521276,0.02972558847064003,0.0858106636046108,0.03436417944522871,0.06703519380829027,0.13503584769215224,0.1042741525782105,0.1124704862287586,0.10454765388537704,0.00832481455043661,0.1588003286283469,-0.01008870826127917,0.012839499648731042,-0.008477494528455956,-0.003958978935431909,-0.012064497498556113,-0.007032492258803904,-0.004013983075527885,0.08886039971886885,-0.0055131247774363595,-0.013492487124196567,-0.026282092684455704,0.005226393986304258,-0.004778413109661736,-0.010643866368981661,-0.0081228437283861,-0.013492487124196567
pA_landuseArea_Port_1000_sum,0.04203103585333583,0.022898543587658273,-0.07012930959854764,-0.03581936993031502,-0.038538376507125174,-0.03906820179011542,-0.04104110167953416,0.22695840644964704,0.36455605190825496,0.3166460909634625,-0.12896866673526716,-0.15439424592584333,-0.12738423460603673,0.12854325843518435,-0.10164066713733545,-0.07845884878505464,0.06481416500585482,0.33769023717382685,-0.14577951845038215,-0.029356168197956077,-0.04661966555896418,-0.055140002803683204,-0.04873745972570687,0.3696801366099856,0.3029229517164495,-0.031761344716014654,-0.02185629217954668,0.3405626676766559,-0.009677857735297144,0.7643629944990542,0.8568898061794118,1.0,0.0043221276155737285,0.01302116361321238,0.03383045163208933,0.08253095036825658,0.27401835511501654,0.07428308551073255,0.13194524705336813,0.11041654430472857,0.1223462328089621,0.1205684897800767,0.14163337102889298,0.06278139300900912,0.0712943320096214,0.11849093523439361,0.12631886518582788,0.15706352910496119,0.1738808512546609,0.014393206835622367,0.2835970500722493,-0.01214622847061589,0.0731483473696339,-0.015081753709948688,-0.0070431593965220845,-0.02146315509809644,-0.011645305778455278,-0.0067422780779844045,0.15808570074909242,0.03014050809042337,0.005800774787025041,-0.021062523657263806,-0.008905403952190305,-0.009073300350483338,-0.01851072858337885,-0.014023877867014872,0.005800774787025041
